ID_Venta,Fecha_venta,ID_producto,ID_Zona,Venta,ID_Vendedor,ID_Cliente,Nombre_cliente,Direccion_cliente,Pais_cliente,Telefono_cliente,Clasificacion_credito,Producto,Zona_venta,Apellido_Vendedor,Nombre_vendedor,Edad_vendedor,Estado_civil_vendedor,Salario_vendedor,Telefono_vendedor,Fecha_de_venta,Anio_de_venta,Dia_de_venta,Mes_de_venta,Nombre_dia,Nombre_mes,Trimestre
928,23/11/2016 0:00,5,4,1615647,34,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Isla,Sur,BLANCO,EVA MARIA,56,Soltero,35991,52-8364603,23/11/2016,2016,23,11,Mi rcoles,Noviembre,4
929,24/11/2016 0:00,2,3,410260,7,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Oficina,Centro,MADERO,JOSE ANTONIO,29,Soltero,17938,52-6564888,24/11/2016,2016,24,11,Jueves,Noviembre,4
930,24/11/2016 0:00,2,3,1604687,22,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Oficina,Centro,ALONSO,MARIA ANGELES,30,Soltero,31385,52-6002934,24/11/2016,2016,24,11,Jueves,Noviembre,4
931,24/11/2016 0:00,4,1,2053384,20,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Nave,Norte,RODRIGUEZ,CRISTINA,52,Soltero,24468,52-5686768,24/11/2016,2016,24,11,Jueves,Noviembre,4
932,26/11/2016 0:00,1,1,754435,30,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Terreno,Norte,SANCHEZ,ADRIAN,37,Casado,33019,52-9113674,26/11/2016,2016,26,11,S bado,Noviembre,4
933,26/11/2016 0:00,1,3,795000,18,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Terreno,Centro,LOPEZ,MARIA TERESA,34,Casado,43909,52-5697896,26/11/2016,2016,26,11,S bado,Noviembre,4
934,26/11/2016 0:00,4,2,2212740,5,5,Honduland,Avenida Gobernador 874,Honduras,,B,Nave,Oeste,CUEVAS,DAVID,41,Casado,27574,52-3519737,26/11/2016,2016,26,11,S bado,Noviembre,4
935,27/11/2016 0:00,3,1,1373008,12,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Local,Norte,FERNANDEZ,CARLOS,33,Soltero,23888,52-7116464,27/11/2016,2016,27,11,Domingo,Noviembre,4
936,28/11/2016 0:00,1,2,573040,40,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Terreno,Oeste,SANTAMARIA,ANA BELEN,60,Casado,30063,52-8331445,28/11/2016,2016,28,11,Lunes,Noviembre,4
937,28/11/2016 0:00,5,2,1932552,20,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Isla,Oeste,RODRIGUEZ,CRISTINA,52,Soltero,24468,52-5686768,28/11/2016,2016,28,11,Lunes,Noviembre,4
938,28/11/2016 0:00,2,4,766774,41,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Oficina,Sur,BENITO,MARIA ELENA,59,Casado,39036,52-7174212,28/11/2016,2016,28,11,Lunes,Noviembre,4
939,28/11/2016 0:00,5,2,1962360,31,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Isla,Oeste,CALVO,JUAN JOSE,56,Soltero,35510,52-6487633,28/11/2016,2016,28,11,Lunes,Noviembre,4
940,29/11/2016 0:00,5,4,1662822,43,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Isla,Sur,OCHOA,JOAQUIN,49,Casado,44189,52-7913645,29/11/2016,2016,29,11,Martes,Noviembre,4
941,29/11/2016 0:00,5,4,614244,38,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Isla,Sur,PALACIOS,DANIELA,43,Soltero,42704,52-4612412,29/11/2016,2016,29,11,Martes,Noviembre,4
942,29/11/2016 0:00,5,3,1485915,44,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Isla,Centro,DIAZ,SANTIAGO,55,Casado,31119,52-4165349,29/11/2016,2016,29,11,Martes,Noviembre,4
943,30/11/2016 0:00,6,3,1273000,11,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Consultorio,Centro,GARCIA,FRANCISCO JAVIER,47,Casado,34525,52-6934824,30/11/2016,2016,30,11,Mi rcoles,Noviembre,4
944,30/11/2016 0:00,6,2,558030,13,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Consultorio,Oeste,PEREZ,JESUS,53,Soltero,19252,52-6594876,30/11/2016,2016,30,11,Mi rcoles,Noviembre,4
945,01/12/2016 0:00,6,3,894888,30,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Consultorio,Centro,SANCHEZ,ADRIAN,37,Casado,33019,52-9113674,01/12/2016,2016,1,12,Jueves,Diciembre,4
946,01/12/2016 0:00,6,2,1447551,10,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Consultorio,Oeste,MARTINEZ,JOSE LUIS,44,Soltero,20931,52-8018628,01/12/2016,2016,1,12,Jueves,Diciembre,4
947,01/12/2016 0:00,4,1,474624,41,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Nave,Norte,BENITO,MARIA ELENA,59,Casado,39036,52-7174212,01/12/2016,2016,1,12,Jueves,Diciembre,4
948,02/12/2016 0:00,6,2,1725597,31,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Consultorio,Oeste,CALVO,JUAN JOSE,56,Soltero,35510,52-6487633,02/12/2016,2016,2,12,Viernes,Diciembre,4
949,02/12/2016 0:00,1,4,1241562,26,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Terreno,Sur,DIAZ,MARIA JOSE,33,Soltero,30210,52-8700147,02/12/2016,2016,2,12,Viernes,Diciembre,4
950,02/12/2016 0:00,6,2,2153852,41,5,Honduland,Avenida Gobernador 874,Honduras,,B,Consultorio,Oeste,BENITO,MARIA ELENA,59,Casado,39036,52-7174212,02/12/2016,2016,2,12,Viernes,Diciembre,4
951,03/12/2016 0:00,3,4,307255,29,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Local,Sur,RUBIO,ALVARO,44,Soltero,21216,52-6616580,03/12/2016,2016,3,12,S bado,Diciembre,4
952,04/12/2016 0:00,5,4,954808,2,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Isla,Sur,ADELA,MANUEL,34,Casado,28245,52-6505990,04/12/2016,2016,4,12,Domingo,Diciembre,4
953,04/12/2016 0:00,4,2,1510320,29,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Nave,Oeste,RUBIO,ALVARO,44,Soltero,21216,52-6616580,04/12/2016,2016,4,12,Domingo,Diciembre,4
954,05/12/2016 0:00,1,1,330956,3,5,Honduland,Avenida Gobernador 874,Honduras,,B,Terreno,Norte,MARTINEZ,JOSE,45,Casado,43797,52-3499058,05/12/2016,2016,5,12,Lunes,Diciembre,4
955,06/12/2016 0:00,4,2,1938400,29,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Nave,Oeste,RUBIO,ALVARO,44,Soltero,21216,52-6616580,06/12/2016,2016,6,12,Martes,Diciembre,4
956,06/12/2016 0:00,6,3,509840,31,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Consultorio,Centro,CALVO,JUAN JOSE,56,Soltero,35510,52-6487633,06/12/2016,2016,6,12,Martes,Diciembre,4
957,06/12/2016 0:00,4,3,368760,7,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Nave,Centro,MADERO,JOSE ANTONIO,29,Soltero,17938,52-6564888,06/12/2016,2016,6,12,Martes,Diciembre,4
958,07/12/2016 0:00,2,3,1071667,40,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Oficina,Centro,SANTAMARIA,ANA BELEN,60,Casado,30063,52-8331445,07/12/2016,2016,7,12,Mi rcoles,Diciembre,4
959,07/12/2016 0:00,1,3,1872876,24,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Terreno,Centro,GUTIERREZ,LUCIA,38,Soltero,40709,52-7974272,07/12/2016,2016,7,12,Mi rcoles,Diciembre,4
960,07/12/2016 0:00,4,2,1732500,15,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Nave,Oeste,RUIZ,MIGUEL,26,Casado,33489,52-4680206,07/12/2016,2016,7,12,Mi rcoles,Diciembre,4
961,07/12/2016 0:00,1,2,535584,38,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Terreno,Oeste,PALACIOS,DANIELA,43,Soltero,42704,52-4612412,07/12/2016,2016,7,12,Mi rcoles,Diciembre,4
962,07/12/2016 0:00,3,4,1271592,21,5,Honduland,Avenida Gobernador 874,Honduras,,B,Local,Sur,MORENO,MARTA,41,Soltero,56000,52-8947068,07/12/2016,2016,7,12,Mi rcoles,Diciembre,4
963,08/12/2016 0:00,2,1,1593720,46,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Oficina,Norte,HERCE,EDUARDO,51,Soltero,16612,52-6554714,08/12/2016,2016,8,12,Jueves,Diciembre,4
964,08/12/2016 0:00,4,2,1038590,12,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Nave,Oeste,FERNANDEZ,CARLOS,33,Soltero,23888,52-7116464,08/12/2016,2016,8,12,Jueves,Diciembre,4
965,08/12/2016 0:00,5,2,525616,47,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Isla,Oeste,LEON,MARIO,31,Casado,38368,52-7467787,08/12/2016,2016,8,12,Jueves,Diciembre,4
966,08/12/2016 0:00,6,1,1994532,15,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Consultorio,Norte,RUIZ,MIGUEL,26,Casado,33489,52-4680206,08/12/2016,2016,8,12,Jueves,Diciembre,4
967,09/12/2016 0:00,6,2,722925,30,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Consultorio,Oeste,SANCHEZ,ADRIAN,37,Casado,33019,52-9113674,09/12/2016,2016,9,12,Viernes,Diciembre,4
968,09/12/2016 0:00,2,1,769824,29,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Oficina,Norte,RUBIO,ALVARO,44,Soltero,21216,52-6616580,09/12/2016,2016,9,12,Viernes,Diciembre,4
969,11/12/2016 0:00,6,1,2581552,31,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Consultorio,Norte,CALVO,JUAN JOSE,56,Soltero,35510,52-6487633,11/12/2016,2016,11,12,Domingo,Diciembre,4
970,11/12/2016 0:00,6,2,1193408,16,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Consultorio,Oeste,SAENZ,MARIA DOLORES,55,Casado,29563,52-6736893,11/12/2016,2016,11,12,Domingo,Diciembre,4
971,11/12/2016 0:00,6,1,1145600,11,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Consultorio,Norte,GARCIA,FRANCISCO JAVIER,47,Casado,34525,52-6934824,11/12/2016,2016,11,12,Domingo,Diciembre,4
972,11/12/2016 0:00,6,2,1059303,10,5,Honduland,Avenida Gobernador 874,Honduras,,B,Consultorio,Oeste,MARTINEZ,JOSE LUIS,44,Soltero,20931,52-8018628,11/12/2016,2016,11,12,Domingo,Diciembre,4
973,12/12/2016 0:00,4,1,600642,33,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Nave,Norte,IBANEZ,MARIA VICTORIA,38,Soltero,27934,52-4389266,12/12/2016,2016,12,12,Lunes,Diciembre,4
974,12/12/2016 0:00,1,1,920144,27,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Terreno,Norte,MARIN,ANTONIA,43,Soltero,31272,52-7486806,12/12/2016,2016,12,12,Lunes,Diciembre,4
975,13/12/2016 0:00,4,1,409563,2,5,Honduland,Avenida Gobernador 874,Honduras,,B,Nave,Norte,ADELA,MANUEL,34,Casado,28245,52-6505990,13/12/2016,2016,13,12,Martes,Diciembre,4
976,13/12/2016 0:00,2,4,1236560,49,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Oficina,Sur,GABARRI,JAIME,27,Casado,34054,52-8454005,13/12/2016,2016,13,12,Martes,Diciembre,4
977,13/12/2016 0:00,4,4,1494490,23,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Nave,Sur,PASCUAL,FRANCISCA,29,Casado,26106,52-9055637,13/12/2016,2016,13,12,Martes,Diciembre,4
978,14/12/2016 0:00,4,3,659295,40,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Nave,Centro,SANTAMARIA,ANA BELEN,60,Casado,30063,52-8331445,14/12/2016,2016,14,12,Mi rcoles,Diciembre,4
979,15/12/2016 0:00,4,4,672792,23,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Nave,Sur,PASCUAL,FRANCISCA,29,Casado,26106,52-9055637,15/12/2016,2016,15,12,Jueves,Diciembre,4
980,15/12/2016 0:00,4,4,589016,14,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Nave,Sur,JIMENEZ,ALEJANDRO,38,Soltero,40973,52-7854595,15/12/2016,2016,15,12,Jueves,Diciembre,4
981,15/12/2016 0:00,2,2,2273762,44,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Oficina,Oeste,DIAZ,SANTIAGO,55,Casado,31119,52-4165349,15/12/2016,2016,15,12,Jueves,Diciembre,4
982,16/12/2016 0:00,4,4,1588940,2,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Nave,Sur,ADELA,MANUEL,34,Casado,28245,52-6505990,16/12/2016,2016,16,12,Viernes,Diciembre,4
983,16/12/2016 0:00,3,4,1127750,40,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Local,Sur,SANTAMARIA,ANA BELEN,60,Casado,30063,52-8331445,16/12/2016,2016,16,12,Viernes,Diciembre,4
984,16/12/2016 0:00,4,1,1678286,6,5,Honduland,Avenida Gobernador 874,Honduras,,B,Nave,Norte,FERRERO,JUAN,30,Soltero,31639,52-4517685,16/12/2016,2016,16,12,Viernes,Diciembre,4
985,17/12/2016 0:00,6,4,2427300,14,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Consultorio,Sur,JIMENEZ,ALEJANDRO,38,Soltero,40973,52-7854595,17/12/2016,2016,17,12,S bado,Diciembre,4
986,17/12/2016 0:00,4,1,1753240,4,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Nave,Norte,CARRASCO,FRANCISCO,52,Soltero,23299,52-9555367,17/12/2016,2016,17,12,S bado,Diciembre,4
987,18/12/2016 0:00,5,1,1894752,46,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Isla,Norte,HERCE,EDUARDO,51,Soltero,16612,52-6554714,18/12/2016,2016,18,12,Domingo,Diciembre,4
988,18/12/2016 0:00,4,3,2000475,11,5,Honduland,Avenida Gobernador 874,Honduras,,B,Nave,Centro,GARCIA,FRANCISCO JAVIER,47,Casado,34525,52-6934824,18/12/2016,2016,18,12,Domingo,Diciembre,4
989,18/12/2016 0:00,6,1,528120,37,5,Honduland,Avenida Gobernador 874,Honduras,,B,Consultorio,Norte,ALVAREZ,MARIA ROSA,25,Soltero,43099,52-5591171,18/12/2016,2016,18,12,Domingo,Diciembre,4
990,18/12/2016 0:00,5,4,1717898,24,5,Honduland,Avenida Gobernador 874,Honduras,,B,Isla,Sur,GUTIERREZ,LUCIA,38,Soltero,40709,52-7974272,18/12/2016,2016,18,12,Domingo,Diciembre,4
991,18/12/2016 0:00,3,4,1870757,13,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Local,Sur,PEREZ,JESUS,53,Soltero,19252,52-6594876,18/12/2016,2016,18,12,Domingo,Diciembre,4
992,19/12/2016 0:00,6,2,2326118,31,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Consultorio,Oeste,CALVO,JUAN JOSE,56,Soltero,35510,52-6487633,19/12/2016,2016,19,12,Lunes,Diciembre,4
993,19/12/2016 0:00,5,3,1911510,40,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Isla,Centro,SANTAMARIA,ANA BELEN,60,Casado,30063,52-8331445,19/12/2016,2016,19,12,Lunes,Diciembre,4
994,19/12/2016 0:00,2,2,1346961,40,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Oficina,Oeste,SANTAMARIA,ANA BELEN,60,Casado,30063,52-8331445,19/12/2016,2016,19,12,Lunes,Diciembre,4
995,19/12/2016 0:00,3,3,1414800,26,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Local,Centro,DIAZ,MARIA JOSE,33,Soltero,30210,52-8700147,19/12/2016,2016,19,12,Lunes,Diciembre,4
996,20/12/2016 0:00,1,2,690184,6,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Terreno,Oeste,FERRERO,JUAN,30,Soltero,31639,52-4517685,20/12/2016,2016,20,12,Martes,Diciembre,4
997,20/12/2016 0:00,5,2,448932,4,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Isla,Oeste,CARRASCO,FRANCISCO,52,Soltero,23299,52-9555367,20/12/2016,2016,20,12,Martes,Diciembre,4
998,20/12/2016 0:00,2,2,2101743,18,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Oficina,Oeste,LOPEZ,MARIA TERESA,34,Casado,43909,52-5697896,20/12/2016,2016,20,12,Martes,Diciembre,4
999,20/12/2016 0:00,5,2,430743,46,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Isla,Oeste,HERCE,EDUARDO,51,Soltero,16612,52-6554714,20/12/2016,2016,20,12,Martes,Diciembre,4
1000,21/12/2016 0:00,1,1,2707200,40,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Terreno,Norte,SANTAMARIA,ANA BELEN,60,Casado,30063,52-8331445,21/12/2016,2016,21,12,Mi rcoles,Diciembre,4
1001,22/12/2016 0:00,2,4,1368750,2,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Oficina,Sur,ADELA,MANUEL,34,Casado,28245,52-6505990,22/12/2016,2016,22,12,Jueves,Diciembre,4
1002,22/12/2016 0:00,6,4,2677056,25,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Consultorio,Sur,GIL,MARIA ISABEL,37,Soltero,44213,52-7343501,22/12/2016,2016,22,12,Jueves,Diciembre,4
1003,22/12/2016 0:00,1,3,638058,1,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Terreno,Centro,SANCHEZ,ANTONIO,25,Soltero,40693,52-3519683,22/12/2016,2016,22,12,Jueves,Diciembre,4
1004,23/12/2016 0:00,6,1,866780,36,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Consultorio,Norte,GUTIERREZ,MIRIAM,27,Soltero,38620,52-4159394,23/12/2016,2016,23,12,Viernes,Diciembre,4
1005,23/12/2016 0:00,3,2,1437360,19,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Local,Oeste,GOMEZ,ANA,45,Casado,41839,52-5074633,23/12/2016,2016,23,12,Viernes,Diciembre,4
1006,23/12/2016 0:00,4,1,1706240,40,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Nave,Norte,SANTAMARIA,ANA BELEN,60,Casado,30063,52-8331445,23/12/2016,2016,23,12,Viernes,Diciembre,4
1007,24/12/2016 0:00,3,3,822504,3,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Local,Centro,MARTINEZ,JOSE,45,Casado,43797,52-3499058,24/12/2016,2016,24,12,S bado,Diciembre,4
1008,24/12/2016 0:00,4,1,622787,25,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Nave,Norte,GIL,MARIA ISABEL,37,Soltero,44213,52-7343501,24/12/2016,2016,24,12,S bado,Diciembre,4
1009,24/12/2016 0:00,6,3,1266732,7,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Consultorio,Centro,MADERO,JOSE ANTONIO,29,Soltero,17938,52-6564888,24/12/2016,2016,24,12,S bado,Diciembre,4
1010,24/12/2016 0:00,1,2,945702,5,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Terreno,Oeste,CUEVAS,DAVID,41,Casado,27574,52-3519737,24/12/2016,2016,24,12,S bado,Diciembre,4
1011,24/12/2016 0:00,6,4,862848,29,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Consultorio,Sur,RUBIO,ALVARO,44,Soltero,21216,52-6616580,24/12/2016,2016,24,12,S bado,Diciembre,4
1012,27/12/2016 0:00,3,3,1008071,2,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Local,Centro,ADELA,MANUEL,34,Casado,28245,52-6505990,27/12/2016,2016,27,12,Martes,Diciembre,4
1013,28/12/2016 0:00,3,4,1657880,20,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Local,Sur,RODRIGUEZ,CRISTINA,52,Soltero,24468,52-5686768,28/12/2016,2016,28,12,Mi rcoles,Diciembre,4
1014,28/12/2016 0:00,4,4,1457226,26,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Nave,Sur,DIAZ,MARIA JOSE,33,Soltero,30210,52-8700147,28/12/2016,2016,28,12,Mi rcoles,Diciembre,4
1015,28/12/2016 0:00,2,4,1508472,16,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Oficina,Sur,SAENZ,MARIA DOLORES,55,Casado,29563,52-6736893,28/12/2016,2016,28,12,Mi rcoles,Diciembre,4
1016,29/12/2016 0:00,1,4,1276864,1,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Terreno,Sur,SANCHEZ,ANTONIO,25,Soltero,40693,52-3519683,29/12/2016,2016,29,12,Jueves,Diciembre,4
1017,29/12/2016 0:00,1,2,2101862,27,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Terreno,Oeste,MARIN,ANTONIA,43,Soltero,31272,52-7486806,29/12/2016,2016,29,12,Jueves,Diciembre,4
1018,29/12/2016 0:00,2,4,1360064,11,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Oficina,Sur,GARCIA,FRANCISCO JAVIER,47,Casado,34525,52-6934824,29/12/2016,2016,29,12,Jueves,Diciembre,4
1019,30/12/2016 0:00,4,1,369984,43,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Nave,Norte,OCHOA,JOAQUIN,49,Casado,44189,52-7913645,30/12/2016,2016,30,12,Viernes,Diciembre,4
1020,30/12/2016 0:00,5,1,1176855,31,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Isla,Norte,CALVO,JUAN JOSE,56,Soltero,35510,52-6487633,30/12/2016,2016,30,12,Viernes,Diciembre,4
1021,30/12/2016 0:00,4,2,452962,6,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Nave,Oeste,FERRERO,JUAN,30,Soltero,31639,52-4517685,30/12/2016,2016,30,12,Viernes,Diciembre,4
1022,31/12/2016 0:00,6,3,1177653,34,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Consultorio,Centro,BLANCO,EVA MARIA,56,Soltero,35991,52-8364603,31/12/2016,2016,31,12,S bado,Diciembre,4
1023,31/12/2016 0:00,3,2,889980,31,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Local,Oeste,CALVO,JUAN JOSE,56,Soltero,35510,52-6487633,31/12/2016,2016,31,12,S bado,Diciembre,4
1024,31/12/2016 0:00,6,4,1615424,45,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Consultorio,Sur,ORTEGA,VICTOR,39,Soltero,27905,52-8199111,31/12/2016,2016,31,12,S bado,Diciembre,4
1025,01/01/2017 0:00,5,3,2022624,11,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Isla,Centro,GARCIA,FRANCISCO JAVIER,47,Casado,34525,52-6934824,01/01/2017,2017,1,1,Domingo,Enero,1
1026,01/01/2017 0:00,1,4,1231262,17,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Terreno,Sur,GONZALEZ,LAURA,25,Soltero,26488,52-7180322,01/01/2017,2017,1,1,Domingo,Enero,1
1027,01/01/2017 0:00,4,2,352972,8,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Nave,Oeste,LEON,JAVIER,38,Soltero,36118,52-8874444,01/01/2017,2017,1,1,Domingo,Enero,1
1028,02/01/2017 0:00,4,1,610416,49,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Nave,Norte,GABARRI,JAIME,27,Casado,34054,52-8454005,02/01/2017,2017,2,1,Lunes,Enero,1
1029,02/01/2017 0:00,6,1,1089181,22,5,Honduland,Avenida Gobernador 874,Honduras,,B,Consultorio,Norte,ALONSO,MARIA ANGELES,30,Soltero,31385,52-6002934,02/01/2017,2017,2,1,Lunes,Enero,1
1030,02/01/2017 0:00,6,3,1194505,14,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Consultorio,Centro,JIMENEZ,ALEJANDRO,38,Soltero,40973,52-7854595,02/01/2017,2017,2,1,Lunes,Enero,1
1031,02/01/2017 0:00,5,4,1106677,11,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Isla,Sur,GARCIA,FRANCISCO JAVIER,47,Casado,34525,52-6934824,02/01/2017,2017,2,1,Lunes,Enero,1
1032,03/01/2017 0:00,5,4,1262250,13,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Isla,Sur,PEREZ,JESUS,53,Soltero,19252,52-6594876,03/01/2017,2017,3,1,Martes,Enero,1
1033,03/01/2017 0:00,4,1,1236672,3,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Nave,Norte,MARTINEZ,JOSE,45,Casado,43797,52-3499058,03/01/2017,2017,3,1,Martes,Enero,1
1034,03/01/2017 0:00,5,2,923355,37,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Isla,Oeste,ALVAREZ,MARIA ROSA,25,Soltero,43099,52-5591171,03/01/2017,2017,3,1,Martes,Enero,1
1035,04/01/2017 0:00,5,4,2398788,11,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Isla,Sur,GARCIA,FRANCISCO JAVIER,47,Casado,34525,52-6934824,04/01/2017,2017,4,1,Mi rcoles,Enero,1
1036,04/01/2017 0:00,2,1,1636560,37,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Oficina,Norte,ALVAREZ,MARIA ROSA,25,Soltero,43099,52-5591171,04/01/2017,2017,4,1,Mi rcoles,Enero,1
1037,05/01/2017 0:00,5,1,2496723,26,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Isla,Norte,DIAZ,MARIA JOSE,33,Soltero,30210,52-8700147,05/01/2017,2017,5,1,Jueves,Enero,1
1038,05/01/2017 0:00,6,2,325326,30,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Consultorio,Oeste,SANCHEZ,ADRIAN,37,Casado,33019,52-9113674,05/01/2017,2017,5,1,Jueves,Enero,1
1039,06/01/2017 0:00,4,1,1441440,34,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Nave,Norte,BLANCO,EVA MARIA,56,Soltero,35991,52-8364603,06/01/2017,2017,6,1,Viernes,Enero,1
1040,06/01/2017 0:00,2,4,1315440,31,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Oficina,Sur,CALVO,JUAN JOSE,56,Soltero,35510,52-6487633,06/01/2017,2017,6,1,Viernes,Enero,1
1041,06/01/2017 0:00,2,3,1732302,19,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Oficina,Centro,GOMEZ,ANA,45,Casado,41839,52-5074633,06/01/2017,2017,6,1,Viernes,Enero,1
